Race_DriverNumber,Race_BroadcastName,Race_Abbreviation,Race_DriverId,Race_TeamName,Race_TeamId,Race_FirstName,Race_LastName,Race_FullName,Race_Position,Race_ClassifiedPosition,Race_GridPosition,Race_Time,Race_Status,Race_Points,Race_Laps,Qual_Position,Qual_Q1,Qual_Q2,Qual_Q3,Year,Round,EventName
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,5.0,5,5.0,0 days 00:00:18.822000,Finished,10.0,78.0,5.0,0 days 00:01:12.434000,0 days 00:01:12.002000,0 days 00:01:11.441000,2018,6,Monaco Grand Prix
31,E OCON,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,6.0,6,6.0,0 days 00:00:23.667000,Finished,8.0,78.0,6.0,0 days 00:01:13.028000,0 days 00:01:12.188000,0 days 00:01:12.061000,2018,6,Monaco Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,7.0,7,10.0,0 days 00:00:24.331000,Finished,6.0,78.0,10.0,0 days 00:01:12.941000,0 days 00:01:12.313000,0 days 00:01:12.221000,2018,6,Monaco Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,8.0,8,11.0,0 days 00:00:24.839000,Finished,4.0,78.0,11.0,0 days 00:01:13.065000,0 days 00:01:12.411000,,2018,6,Monaco Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,9.0,9,20.0,0 days 00:00:25.317000,Finished,2.0,78.0,20.0,,,,2018,6,Monaco Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,10.0,10,8.0,0 days 00:01:09.013000,Finished,1.0,78.0,8.0,0 days 00:01:12.950000,0 days 00:01:12.286000,0 days 00:01:12.130000,2018,6,Monaco Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,11.0,11,16.0,0 days 00:01:09.864000,Finished,0.0,78.0,17.0,0 days 00:01:13.265000,,,2018,6,Monaco Grand Prix
11,S PEREZ,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,12.0,12,9.0,0 days 00:01:10.461000,Finished,0.0,78.0,9.0,0 days 00:01:12.848000,0 days 00:01:12.194000,0 days 00:01:12.154000,2018,6,Monaco Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,13.0,13,19.0,0 days 00:01:14.823000,Finished,0.0,78.0,19.0,0 days 00:01:13.393000,,,2018,6,Monaco Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,14.0,14,12.0,,+1 Lap,0.0,77.0,12.0,0 days 00:01:12.463000,0 days 00:01:12.440000,,2018,6,Monaco Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,15.0,15,18.0,,+1 Lap,0.0,77.0,15.0,0 days 00:01:12.930000,0 days 00:01:12.728000,,2018,6,Monaco Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,16.0,16,13.0,,+1 Lap,0.0,77.0,13.0,0 days 00:01:12.706000,0 days 00:01:12.521000,,2018,6,Monaco Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,17,17.0,,+2 Laps,0.0,76.0,18.0,0 days 00:01:13.323000,,,2018,6,Monaco Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,18.0,R,14.0,,Collision,0.0,70.0,14.0,0 days 00:01:12.829000,0 days 00:01:12.714000,,2018,6,Monaco Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,19.0,R,15.0,,Collision,0.0,70.0,16.0,0 days 00:01:13.179000,,,2018,6,Monaco Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,20.0,R,7.0,,Gearbox,0.0,52.0,7.0,0 days 00:01:12.657000,0 days 00:01:12.269000,0 days 00:01:12.110000,2018,6,Monaco Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,1.0,0 days 01:28:31.377000,Finished,25.0,68.0,1.0,0 days 00:01:11.710000,0 days 00:01:11.524000,0 days 00:01:10.764000,2018,7,Canadian Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,2.0,0 days 00:00:07.376000,Finished,18.0,68.0,2.0,0 days 00:01:11.950000,0 days 00:01:11.514000,0 days 00:01:10.857000,2018,7,Canadian Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,3.0,3,3.0,0 days 00:00:08.360000,Finished,15.0,68.0,3.0,0 days 00:01:12.008000,0 days 00:01:11.472000,0 days 00:01:10.937000,2018,7,Canadian Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,6.0,0 days 00:00:20.892000,Finished,12.0,68.0,6.0,0 days 00:01:12.459000,0 days 00:01:11.434000,0 days 00:01:11.116000,2018,7,Canadian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,5.0,5,4.0,0 days 00:00:21.559000,Finished,10.0,68.0,4.0,0 days 00:01:11.835000,0 days 00:01:11.740000,0 days 00:01:10.996000,2018,7,Canadian Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,6.0,6,5.0,0 days 00:00:27.184000,Finished,8.0,68.0,5.0,0 days 00:01:11.725000,0 days 00:01:11.620000,0 days 00:01:11.095000,2018,7,Canadian Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,7.0,7,7.0,,+1 Lap,6.0,67.0,7.0,0 days 00:01:12.795000,0 days 00:01:11.916000,0 days 00:01:11.973000,2018,7,Canadian Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,8.0,8,9.0,,+1 Lap,4.0,67.0,9.0,0 days 00:01:12.689000,0 days 00:01:12.097000,0 days 00:01:12.168000,2018,7,Canadian Grand Prix
31,E OCON,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,9.0,9,8.0,,+1 Lap,2.0,67.0,8.0,0 days 00:01:12.577000,0 days 00:01:12.141000,0 days 00:01:12.084000,2018,7,Canadian Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,10.0,10,13.0,,+1 Lap,1.0,67.0,13.0,0 days 00:01:12.945000,0 days 00:01:12.661000,,2018,7,Canadian Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,11.0,11,16.0,,+1 Lap,0.0,67.0,16.0,0 days 00:01:13.047000,,,2018,7,Canadian Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,12.0,12,20.0,,+1 Lap,0.0,67.0,20.0,,,,2018,7,Canadian Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,13.0,13,11.0,,+1 Lap,0.0,67.0,11.0,0 days 00:01:12.680000,0 days 00:01:12.606000,,2018,7,Canadian Grand Prix
11,S PEREZ,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,14.0,14,10.0,,+1 Lap,0.0,67.0,10.0,0 days 00:01:12.702000,0 days 00:01:12.395000,0 days 00:01:12.671000,2018,7,Canadian Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,15.0,15,19.0,,+2 Laps,0.0,66.0,19.0,0 days 00:01:14.593000,,,2018,7,Canadian Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,16.0,16,15.0,,+2 Laps,0.0,66.0,15.0,0 days 00:01:12.998000,0 days 00:01:12.865000,,2018,7,Canadian Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,17.0,17,18.0,,+2 Laps,0.0,66.0,18.0,0 days 00:01:13.643000,,,2018,7,Canadian Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,18.0,R,14.0,,Exhaust,0.0,40.0,14.0,0 days 00:01:12.979000,0 days 00:01:12.856000,,2018,7,Canadian Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,19.0,R,12.0,,Collision,0.0,0.0,12.0,0 days 00:01:12.587000,0 days 00:01:12.635000,,2018,7,Canadian Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,20.0,R,17.0,,Collision,0.0,0.0,17.0,0 days 00:01:13.590000,,,2018,7,Canadian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,1.0,0 days 01:30:11.385000,Finished,25.0,53.0,1.0,0 days 00:01:31.271000,0 days 00:01:30.645000,0 days 00:01:30.029000,2018,8,French Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,2.0,2,4.0,0 days 00:00:07.090000,Finished,18.0,53.0,4.0,0 days 00:01:31.531000,0 days 00:01:30.818000,0 days 00:01:30.705000,2018,8,French Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,6.0,0 days 00:00:25.888000,Finished,15.0,53.0,6.0,0 days 00:01:31.567000,0 days 00:01:30.772000,0 days 00:01:31.057000,2018,8,French Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,4.0,4,5.0,0 days 00:00:34.736000,Finished,12.0,53.0,5.0,0 days 00:01:31.910000,0 days 00:01:31.538000,0 days 00:01:30.895000,2018,8,French Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,5.0,5,3.0,0 days 00:01:01.935000,Finished,10.0,53.0,3.0,0 days 00:01:31.820000,0 days 00:01:30.751000,0 days 00:01:30.400000,2018,8,French Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,6.0,6,9.0,0 days 00:01:19.364000,Finished,8.0,53.0,9.0,0 days 00:01:32.169000,0 days 00:01:31.510000,0 days 00:01:32.930000,2018,8,French Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,7.0,7,2.0,0 days 00:01:20.632000,Finished,6.0,53.0,2.0,0 days 00:01:31.776000,0 days 00:01:31.227000,0 days 00:01:30.147000,2018,8,French Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,8.0,8,7.0,0 days 00:01:27.184000,Finished,4.0,53.0,7.0,0 days 00:01:32.394000,0 days 00:01:32.016000,0 days 00:01:32.126000,2018,8,French Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,9.0,9,12.0,0 days 00:01:31.989000,Finished,2.0,53.0,12.0,0 days 00:01:32.949000,0 days 00:01:32.115000,,2018,8,French Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,10.0,10,8.0,0 days 00:01:33.873000,Finished,1.0,53.0,8.0,0 days 00:01:32.538000,0 days 00:01:32.055000,0 days 00:01:32.635000,2018,8,French Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,11.0,11,10.0,,+1 Lap,0.0,52.0,10.0,0 days 00:01:32.083000,0 days 00:01:31.472000,,2018,8,French Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,12.0,12,17.0,,+1 Lap,0.0,52.0,18.0,0 days 00:01:33.162000,,,2018,8,French Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,13.0,13,15.0,,+1 Lap,0.0,52.0,15.0,0 days 00:01:32.804000,0 days 00:01:32.820000,,2018,8,French Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,14.0,14,20.0,,+1 Lap,0.0,52.0,17.0,0 days 00:01:33.025000,,,2018,8,French Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,15.0,15,18.0,,+1 Lap,0.0,52.0,19.0,0 days 00:01:33.636000,,,2018,8,French Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,16.0,16,16.0,,Wheel,0.0,50.0,16.0,0 days 00:01:32.976000,,,2018,8,French Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,17.0,17,19.0,,Puncture,0.0,48.0,20.0,0 days 00:01:33.729000,,,2018,8,French Grand Prix
11,S PEREZ,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,18.0,R,13.0,,Engine,0.0,27.0,13.0,0 days 00:01:32.692000,0 days 00:01:32.454000,,2018,8,French Grand Prix
31,E OCON,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,19.0,R,11.0,,Collision,0.0,0.0,11.0,0 days 00:01:32.786000,0 days 00:01:32.075000,,2018,8,French Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,20.0,R,14.0,,Collision,0.0,0.0,14.0,0 days 00:01:32.447000,0 days 00:01:32.460000,,2018,8,French Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,1.0,1,4.0,0 days 01:21:56.024000,Finished,25.0,71.0,5.0,0 days 00:01:04.273000,0 days 00:01:04.001000,0 days 00:01:03.840000,2018,9,Austrian Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,2.0,2,3.0,0 days 00:00:01.504000,Finished,18.0,71.0,4.0,0 days 00:01:04.234000,0 days 00:01:03.975000,0 days 00:01:03.660000,2018,9,Austrian Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,3.0,3,6.0,0 days 00:00:03.181000,Finished,15.0,71.0,3.0,0 days 00:01:04.347000,0 days 00:01:03.544000,0 days 00:01:03.464000,2018,9,Austrian Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,4.0,4,5.0,,+1 Lap,12.0,70.0,6.0,0 days 00:01:04.242000,0 days 00:01:04.059000,0 days 00:01:03.892000,2018,9,Austrian Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,5.0,5,8.0,,+1 Lap,10.0,70.0,8.0,0 days 00:01:04.460000,0 days 00:01:04.291000,0 days 00:01:04.051000,2018,9,Austrian Grand Prix
31,E OCON,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,6.0,6,11.0,,+1 Lap,8.0,70.0,11.0,0 days 00:01:05.148000,0 days 00:01:04.845000,,2018,9,Austrian Grand Prix
11,S PEREZ,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,7.0,7,16.0,,+1 Lap,6.0,70.0,17.0,0 days 00:01:05.279000,,,2018,9,Austrian Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,8.0,8,13.0,,+1 Lap,4.0,70.0,14.0,0 days 00:01:04.965000,0 days 00:01:05.058000,,2018,9,Austrian Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,9.0,9,18.0,,+1 Lap,2.0,70.0,13.0,0 days 00:01:04.967000,0 days 00:01:04.979000,,2018,9,Austrian Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,10.0,10,20.0,,+1 Lap,1.0,70.0,20.0,0 days 00:01:05.479000,,,2018,9,Austrian Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,11.0,11,12.0,,+1 Lap,0.0,70.0,12.0,0 days 00:01:05.011000,0 days 00:01:04.874000,,2018,9,Austrian Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,12.0,12,9.0,,+1 Lap,0.0,70.0,9.0,0 days 00:01:04.948000,0 days 00:01:04.561000,0 days 00:01:04.725000,2018,9,Austrian Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,13.0,13,17.0,,+2 Laps,0.0,69.0,18.0,0 days 00:01:05.322000,,,2018,9,Austrian Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,14.0,14,14.0,,+2 Laps,0.0,69.0,15.0,0 days 00:01:05.264000,0 days 00:01:05.286000,,2018,9,Austrian Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,15.0,15,15.0,,Collision damage,0.0,65.0,16.0,0 days 00:01:05.271000,,,2018,9,Austrian Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,16.0,R,2.0,,Fuel pressure,0.0,62.0,2.0,0 days 00:01:04.080000,0 days 00:01:03.577000,0 days 00:01:03.149000,2018,9,Austrian Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,17.0,R,19.0,,Hydraulics,0.0,54.0,19.0,0 days 00:01:05.366000,,,2018,9,Austrian Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,18.0,R,7.0,,Exhaust,0.0,53.0,7.0,0 days 00:01:04.723000,0 days 00:01:04.403000,0 days 00:01:03.996000,2018,9,Austrian Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,19.0,R,1.0,,Hydraulics,0.0,13.0,1.0,0 days 00:01:04.175000,0 days 00:01:03.756000,0 days 00:01:03.130000,2018,9,Austrian Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,20.0,R,10.0,,Engine,0.0,11.0,10.0,0 days 00:01:04.864000,0 days 00:01:04.676000,0 days 00:01:05.019000,2018,9,Austrian Grand Prix
5,S VETTEL,VET,vettel,Ferrari,ferrari,Sebastian,Vettel,Sebastian Vettel,1.0,1,2.0,0 days 01:27:29.784000,Finished,25.0,52.0,2.0,0 days 00:01:26.585000,0 days 00:01:26.372000,0 days 00:01:25.936000,2018,10,British Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,2.0,2,1.0,0 days 00:00:02.264000,Finished,18.0,52.0,1.0,0 days 00:01:26.818000,0 days 00:01:26.256000,0 days 00:01:25.892000,2018,10,British Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,3.0,0 days 00:00:03.652000,Finished,15.0,52.0,3.0,0 days 00:01:27.549000,0 days 00:01:26.483000,0 days 00:01:25.990000,2018,10,British Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,4.0,4,4.0,0 days 00:00:08.883000,Finished,12.0,52.0,4.0,0 days 00:01:27.025000,0 days 00:01:26.413000,0 days 00:01:26.217000,2018,10,British Grand Prix
3,D RICCIARDO,RIC,ricciardo,Red Bull Racing,red_bull,Daniel,Ricciardo,Daniel Ricciardo,5.0,5,6.0,0 days 00:00:09.500000,Finished,10.0,52.0,6.0,0 days 00:01:27.979000,0 days 00:01:27.369000,0 days 00:01:27.099000,2018,10,British Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,6.0,6,11.0,0 days 00:00:28.220000,Finished,8.0,52.0,11.0,0 days 00:01:28.017000,0 days 00:01:27.901000,,2018,10,British Grand Prix
31,E OCON,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,7.0,7,10.0,0 days 00:00:29.930000,Finished,6.0,52.0,10.0,0 days 00:01:28.279000,0 days 00:01:27.843000,0 days 00:01:28.194000,2018,10,British Grand Prix
14,F ALONSO,ALO,alonso,McLaren,mclaren,Fernando,Alonso,Fernando Alonso,8.0,8,13.0,0 days 00:00:31.115000,Finished,4.0,52.0,13.0,0 days 00:01:28.187000,0 days 00:01:28.139000,,2018,10,British Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,9.0,9,7.0,0 days 00:00:33.188000,Finished,2.0,52.0,7.0,0 days 00:01:28.143000,0 days 00:01:27.730000,0 days 00:01:27.244000,2018,10,British Grand Prix
11,S PEREZ,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,10.0,10,12.0,0 days 00:00:34.708000,Finished,1.0,52.0,12.0,0 days 00:01:28.210000,0 days 00:01:27.928000,,2018,10,British Grand Prix
2,S VANDOORNE,VAN,vandoorne,McLaren,mclaren,Stoffel,Vandoorne,Stoffel Vandoorne,11.0,11,17.0,0 days 00:00:35.774000,Finished,0.0,52.0,17.0,0 days 00:01:29.096000,,,2018,10,British Grand Prix
18,L STROLL,STR,stroll,Williams,williams,Lance,Stroll,Lance Stroll,12.0,12,19.0,0 days 00:00:38.106000,Finished,0.0,52.0,19.0,,,,2018,10,British Grand Prix
10,P GASLY,GAS,gasly,Toro Rosso,toro_rosso,Pierre,Gasly,Pierre Gasly,13.0,13,14.0,0 days 00:00:39.129000,Finished,0.0,52.0,14.0,0 days 00:01:28.399000,0 days 00:01:28.343000,,2018,10,British Grand Prix
35,S SIROTKIN,SIR,sirotkin,Williams,williams,Sergey,Sirotkin,Sergey Sirotkin,14.0,14,18.0,0 days 00:00:48.113000,Finished,0.0,52.0,18.0,0 days 00:01:29.252000,,,2018,10,British Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,15.0,R,5.0,,Brakes,0.0,46.0,5.0,0 days 00:01:27.309000,0 days 00:01:27.013000,0 days 00:01:26.602000,2018,10,British Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,16.0,R,8.0,,Collision,0.0,37.0,8.0,0 days 00:01:28.086000,0 days 00:01:27.522000,0 days 00:01:27.455000,2018,10,British Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,17.0,R,16.0,,Collision,0.0,37.0,16.0,0 days 00:01:28.456000,,,2018,10,British Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,18.0,R,15.0,,Accident,0.0,31.0,15.0,0 days 00:01:28.249000,0 days 00:01:28.391000,,2018,10,British Grand Prix
16,C LECLERC,LEC,leclerc,Sauber,sauber,Charles,Leclerc,Charles Leclerc,19.0,R,9.0,,Tyre,0.0,18.0,9.0,0 days 00:01:27.962000,0 days 00:01:27.790000,0 days 00:01:27.879000,2018,10,British Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,20.0,R,0.0,,Power Unit,0.0,1.0,20.0,,,,2018,10,British Grand Prix
44,L HAMILTON,HAM,hamilton,Mercedes,mercedes,Lewis,Hamilton,Lewis Hamilton,1.0,1,14.0,0 days 01:32:29.845000,Finished,25.0,67.0,14.0,0 days 00:01:13.012000,,,2018,11,German Grand Prix
77,V BOTTAS,BOT,bottas,Mercedes,mercedes,Valtteri,Bottas,Valtteri Bottas,2.0,2,2.0,0 days 00:00:04.535000,Finished,18.0,67.0,2.0,0 days 00:01:12.962000,0 days 00:01:12.152000,0 days 00:01:11.416000,2018,11,German Grand Prix
7,K RAIKKONEN,RAI,raikkonen,Ferrari,ferrari,Kimi,Räikkönen,Kimi Räikkönen,3.0,3,3.0,0 days 00:00:06.732000,Finished,15.0,67.0,3.0,0 days 00:01:12.505000,0 days 00:01:12.336000,0 days 00:01:11.547000,2018,11,German Grand Prix
33,M VERSTAPPEN,VER,max_verstappen,Red Bull Racing,red_bull,Max,Verstappen,Max Verstappen,4.0,4,4.0,0 days 00:00:07.654000,Finished,12.0,67.0,4.0,0 days 00:01:13.127000,0 days 00:01:12.188000,0 days 00:01:11.822000,2018,11,German Grand Prix
27,N HULKENBERG,HUL,hulkenberg,Renault,renault,Nico,Hulkenberg,Nico Hulkenberg,5.0,5,7.0,0 days 00:00:26.609000,Finished,10.0,67.0,7.0,0 days 00:01:13.479000,0 days 00:01:12.946000,0 days 00:01:12.560000,2018,11,German Grand Prix
8,R GROSJEAN,GRO,grosjean,Haas F1 Team,haas,Romain,Grosjean,Romain Grosjean,6.0,6,6.0,0 days 00:00:28.871000,Finished,8.0,67.0,6.0,0 days 00:01:12.986000,0 days 00:01:12.722000,0 days 00:01:12.544000,2018,11,German Grand Prix
11,S PEREZ,PER,perez,Force India,force_india,Sergio,Perez,Sergio Perez,7.0,7,10.0,0 days 00:00:30.556000,Finished,6.0,67.0,10.0,0 days 00:01:13.427000,0 days 00:01:13.072000,0 days 00:01:12.774000,2018,11,German Grand Prix
31,E OCON,OCO,ocon,Force India,force_india,Esteban,Ocon,Esteban Ocon,8.0,8,15.0,0 days 00:00:31.750000,Finished,4.0,67.0,16.0,0 days 00:01:13.720000,,,2018,11,German Grand Prix
9,M ERICSSON,ERI,ericsson,Sauber,sauber,Marcus,Ericsson,Marcus Ericsson,9.0,9,13.0,0 days 00:00:32.362000,Finished,2.0,67.0,13.0,0 days 00:01:13.562000,0 days 00:01:13.736000,,2018,11,German Grand Prix
28,B HARTLEY,HAR,brendon_hartley,Toro Rosso,toro_rosso,Brendon,Hartley,Brendon Hartley,10.0,10,17.0,0 days 00:00:34.197000,Finished,1.0,67.0,18.0,0 days 00:01:14.045000,,,2018,11,German Grand Prix
20,K MAGNUSSEN,MAG,kevin_magnussen,Haas F1 Team,haas,Kevin,Magnussen,Kevin Magnussen,11.0,11,5.0,0 days 00:00:34.919000,Finished,0.0,67.0,5.0,0 days 00:01:13.105000,0 days 00:01:12.523000,0 days 00:01:12.200000,2018,11,German Grand Prix
55,C SAINZ,SAI,sainz,Renault,renault,Carlos,Sainz,Carlos Sainz,12.0,12,8.0,0 days 00:00:43.069000,Finished,0.0,67.0,8.0,0 days 00:01:13.324000,0 days 00:01:13.032000,0 days 00:01:12.692000,2018,11,German Grand Prix
